Rent,Deposit,Furnishing,Size,Preferred Tenants,Available From,Build Up,Area,Parking
9300.0,25000,Unfurnished,2 BHK,All,Ready to Move,950 sqft,Electronic_city,2w
7000.0,30000,Semi Furnished,1 BHK,All,Ready to Move,600 sqft,Electronic_city,2w
19000.0,60000,Semi Furnished,2 BHK,All,01-Jan-25,"1,085 sqft",Electronic_city,2w
6500.0,30000,Fully Furnished,1 BHK,All,Ready to Move,600 sqft,Electronic_city,2w
15000.0,100000,Semi Furnished,2 BHK,All,01-Dec-24,"1,200 sqft",Electronic_city,2w
10000.0,30000,Semi Furnished,2 BHK,Family,Ready to Move,680 sqft,Electronic_city,2w
14000.0,50000,Semi Furnished,2 BHK,All,Ready to Move,600 sqft,Electronic_city,2w
14000.0,40000,Semi Furnished,2 BHK,Family,Ready to Move,800 sqft,Electronic_city,2w
17000.0,60000,Semi Furnished,2 BHK,Company,15-Dec-24,750 sqft,Electronic_city,2w
13000.0,40000,Semi Furnished,1 BHK,All,07-Dec-24,400 sqft,Electronic_city,2w
15000.0,30000,Semi Furnished,2 BHK,Family,Ready to Move,800 sqft,Electronic_city,2w
11000.0,20000,Unfurnished,1 BHK,All,Ready to Move,400 sqft,Electronic_city,2w
11000.0,40000,Semi Furnished,1 BHK,Family,Ready to Move,400 sqft,Electronic_city,2w
15000.0,50000,Unfurnished,2 BHK,Family,Ready to Move,800 sqft,Electronic_city,2w
6500.0,40000,Unfurnished,1 BHK,All,Ready to Move,300 sqft,Electronic_city,2w
12000.0,40000,Semi Furnished,1 BHK,All,Ready to Move,400 sqft,Electronic_city,2w
7500.0,10000,Fully Furnished,1 RK,All,20-Dec-24,200 sqft,Electronic_city,2w
15000.0,60000,Unfurnished,2 BHK,All,25-Dec-24,800 sqft,Electronic_city,2w
13000.0,40000,Semi Furnished,1 BHK,All,Ready to Move,600 sqft,Electronic_city,2w
5000.0,15000,Unfurnished,1 BHK,All,01-Dec-24,500 sqft,Electronic_city,2w
5500.0,20000,Unfurnished,1 BHK,All,Ready to Move,450 sqft,Electronic_city,2w
10500.0,40000,Semi Furnished,2 BHK,Bachelor,Ready to Move,"1,200 sqft",Electronic_city,2w
17000.0,60000,Semi Furnished,2 BHK,All,Ready to Move,"1,000 sqft",Electronic_city,2w
11000.0,30000,Unfurnished,1 BHK,All,01-Dec-24,350 sqft,Electronic_city,2w
8000.0,25000,Unfurnished,1 BHK,Family,Ready to Move,650 sqft,Electronic_city,2w
8000.0,30000,Semi Furnished,1 BHK,Bachelor,Ready to Move,500 sqft,Electronic_city,2w
8000.0,30000,Semi Furnished,1 BHK,All,Ready to Move,550 sqft,Electronic_city,2w
6500.0,20000,Unfurnished,1 RK,Bachelor,Ready to Move,300 sqft,Electronic_city,2w
7000.0,20000,Semi Furnished,1 RK,All,05-Dec-24,200 sqft,Electronic_city,2w
12000.0,50000,Semi Furnished,2 BHK,All,Ready to Move,"1,200 sqft",Electronic_city,2w
34000.0,120000,Semi Furnished,2 BHK,Family,04-Dec-24,924 sqft,Electronic_city,2w
17000.0,50000,Semi Furnished,2 BHK,All,02-Dec-24,850 sqft,Electronic_city,2w
11000.0,40000,Unfurnished,1 BHK,Company,Ready to Move,400 sqft,Electronic_city,2w
5500.0,18000,Unfurnished,1 RK,All,05-Dec-24,250 sqft,Electronic_city,2w
20000.0,50000,Semi Furnished,3 BHK,Family,02-Dec-24,"1,500 sqft",Electronic_city,2w
16000.0,100000,Semi Furnished,1 BHK,All,Ready to Move,600 sqft,Electronic_city,2w
12000.0,50000,Unfurnished,2 BHK,All,Ready to Move,"1,200 sqft",Electronic_city,2w
6000.0,30000,Semi Furnished,1 BHK,All,Ready to Move,400 sqft,Electronic_city,2w
5000.0,20000,Semi Furnished,1 BHK,All,Ready to Move,650 sqft,Electronic_city,2w
19500.0,75000,Semi Furnished,2 BHK,All,Ready to Move,875 sqft,Electronic_city,2w
8500.0,30000,Unfurnished,1 BHK,Family,Ready to Move,500 sqft,Electronic_city,2w
23000.0,50000,Semi Furnished,2 BHK,Family,Ready to Move,"1,050 sqft",Electronic_city,2w
12500.0,30000,Semi Furnished,1 BHK,All,Ready to Move,350 sqft,Electronic_city,2w
6000.0,20000,Semi Furnished,1 BHK,All,Ready to Move,600 sqft,Electronic_city,2w
18000.0,48000,Semi Furnished,1 BHK,All,Ready to Move,350 sqft,Electronic_city,2w
8500.0,30000,Unfurnished,1 BHK,Family,Ready to Move,600 sqft,Electronic_city,2w
13200.0,60000,Semi Furnished,2 BHK,All,Ready to Move,800 sqft,Electronic_city,2w
25000.0,100000,Fully Furnished,2 BHK,Family,Ready to Move,900 sqft,Electronic_city,2w
8000.0,30000,Unfurnished,1 BHK,All,Ready to Move,500 sqft,Electronic_city,2w
7000.0,20000,Semi Furnished,1 BHK,Family,22-Dec-24,500 sqft,Electronic_city,2w
18500.0,60000,Semi Furnished,1 BHK,All,Ready to Move,370 sqft,Electronic_city,2w
7000.0,20000,Unfurnished,1 BHK,Family,01-Jan-25,400 sqft,Electronic_city,2w
13000.0,50000,Semi Furnished,1 BHK,Family,30-Nov-24,600 sqft,Electronic_city,2w
6000.0,20000,Semi Furnished,1 BHK,All,Ready to Move,500 sqft,Electronic_city,2w
13000.0,60000,Semi Furnished,1 BHK,All,30-Dec-24,540 sqft,Electronic_city,2w
8500.0,30000,Unfurnished,1 BHK,Family,Ready to Move,450 sqft,Electronic_city,2w
11000.0,50000,Unfurnished,2 BHK,Family,Ready to Move,600 sqft,Electronic_city,2w
10500.0,40000,Unfurnished,2 BHK,All,Ready to Move,600 sqft,Electronic_city,2w
5500.0,25000,Semi Furnished,1 RK,Company,01-Dec-24,250 sqft,Electronic_city,2w
7500.0,20000,Semi Furnished,1 RK,All,Ready to Move,150 sqft,Electronic_city,2w
14000.0,70000,Unfurnished,2 BHK,Family,Ready to Move,"1,000 sqft",Electronic_city,2w
11000.0,50000,Semi Furnished,1 BHK,Family,01-Jan-25,350 sqft,Electronic_city,2w
8000.0,30000,Semi Furnished,1 BHK,Company,Ready to Move,400 sqft,Electronic_city,2w
12000.0,35000,Unfurnished,2 BHK,All,Ready to Move,600 sqft,Electronic_city,2w
11000.0,40000,Semi Furnished,1 BHK,All,01-Dec-24,500 sqft,Electronic_city,2w
7500.0,25000,Unfurnished,1 BHK,All,Ready to Move,500 sqft,Electronic_city,2w
7500.0,25000,Unfurnished,1 BHK,Family,20-Jan-25,350 sqft,Electronic_city,2w
10000.0,35000,Semi Furnished,1 BHK,All,Ready to Move,400 sqft,Electronic_city,2w
7000.0,40000,Unfurnished,1 BHK,All,01-Jan-25,400 sqft,Electronic_city,2w
10000.0,50000,Semi Furnished,1 BHK,All,01-Dec-24,450 sqft,Electronic_city,2w
6500.0,25000,Unfurnished,1 RK,Bachelor,Ready to Move,200 sqft,Electronic_city,2w
6000.0,20000,Unfurnished,1 RK,All,Ready to Move,300 sqft,Electronic_city,2w
11500.0,46000,Semi Furnished,1 BHK,Family,Ready to Move,650 sqft,Electronic_city,2w
7500.0,25000,Unfurnished,1 BHK,Family,05-Dec-24,250 sqft,Electronic_city,2w
10500.0,50000,Unfurnished,1 BHK,All,Ready to Move,500 sqft,Electronic_city,2w
7500.0,30000,Unfurnished,1 BHK,All,01-Jan-25,400 sqft,Electronic_city,2w
6000.0,15000,Semi Furnished,1 RK,Bachelor,15-Jan-25,250 sqft,Electronic_city,2w
11000.0,50000,Fully Furnished,1 BHK,Family,15-Jan-25,850 sqft,Electronic_city,2w
9000.0,30000,Unfurnished,1 BHK,Family,Ready to Move,400 sqft,Electronic_city,2w
10000.0,50000,Unfurnished,2 BHK,Family,Ready to Move,600 sqft,Electronic_city,2w
26500.0,120000,Semi Furnished,2 BHK,Family,31-Dec-24,980 sqft,Electronic_city,2w
6000.0,20000,Semi Furnished,1 RK,Bachelor,Ready to Move,300 sqft,Electronic_city,2w
8000.0,8000,Unfurnished,1 BHK,Family,Ready to Move,625 sqft,Electronic_city,2w
30000.0,100000,Fully Furnished,1 BHK,Male,Ready to Move,800 sqft,Electronic_city,2w
11200.0,40000,Semi Furnished,1 BHK,Company,Ready to Move,400 sqft,Electronic_city,2w
7500.0,25000,Unfurnished,1 BHK,Family,Ready to Move,600 sqft,Electronic_city,2w
9500.0,30000,Semi Furnished,2 BHK,All,05-Jan-25,700 sqft,Electronic_city,2w
11000.0,30000,Semi Furnished,1 BHK,Family,Ready to Move,500 sqft,Electronic_city,2w
9000.0,40000,Semi Furnished,1 BHK,Family,Ready to Move,400 sqft,Electronic_city,2w
7000.0,20000,Semi Furnished,1 BHK,All,01-Jan-25,400 sqft,Electronic_city,2w
12000.0,50000,Unfurnished,1 BHK,All,01-Dec-24,400 sqft,Electronic_city,2w
8000.0,40000,Semi Furnished,1 BHK,All,Ready to Move,550 sqft,Electronic_city,2w
17500.0,50000,Semi Furnished,1 BHK,All,01-Dec-24,700 sqft,Electronic_city,2w
7500.0,30000,Semi Furnished,1 BHK,Family,Ready to Move,380 sqft,Electronic_city,2w
9500.0,45000,Semi Furnished,1 BHK,All,Ready to Move,445 sqft,Electronic_city,2w
13500.0,50000,Semi Furnished,2 BHK,All,Ready to Move,700 sqft,Electronic_city,2w
9000.0,30000,Unfurnished,1 BHK,Family,Ready to Move,900 sqft,Electronic_city,2w
9000.0,30000,Semi Furnished,1 BHK,All,15-Dec-24,600 sqft,Electronic_city,2w
15000.0,45000,Unfurnished,1 BHK,All,Ready to Move,500 sqft,Electronic_city,2w
9000.0,40000,Semi Furnished,1 BHK,Family,Ready to Move,350 sqft,Electronic_city,2w
8500.0,30000,Unfurnished,2 BHK,All,15-Dec-24,700 sqft,Electronic_city,2w
10000.0,30000,Semi Furnished,1 BHK,Family,Ready to Move,500 sqft,Electronic_city,2w
7500.0,30000,Unfurnished,1 BHK,All,Ready to Move,400 sqft,Electronic_city,2w
6000.0,20000,Semi Furnished,1 RK,Bachelor,01-Jan-25,400 sqft,Electronic_city,2w
12000.0,50000,Unfurnished,2 BHK,Family,10-Jan-25,600 sqft,Electronic_city,2w
10000.0,30000,Fully Furnished,1 BHK,Family,30-Dec-24,300 sqft,Electronic_city,2w
5000.0,20000,Unfurnished,1 RK,Bachelor,Ready to Move,300 sqft,Electronic_city,2w
5200.0,15000,Unfurnished,1 BHK,Bachelor,01-Jan-25,450 sqft,Electronic_city,2w
17000.0,70000,Semi Furnished,2 BHK,All,Ready to Move,857 sqft,Electronic_city,2w
9000.0,25000,Semi Furnished,1 BHK,All,Ready to Move,500 sqft,Electronic_city,2w
8000.0,25000,Unfurnished,1 BHK,All,Ready to Move,600 sqft,Electronic_city,2w
15000.0,50000,Semi Furnished,1 BHK,All,Ready to Move,400 sqft,Electronic_city,2w
8200.0,40000,Unfurnished,1 BHK,Family,15-Jan-25,400 sqft,Electronic_city,2w
20000.0,220000,Semi Furnished,2 BHK,All,Ready to Move,825 sqft,Electronic_city,2w
6500.0,30000,Unfurnished,1 BHK,All,Ready to Move,400 sqft,Electronic_city,2w
20000.0,100000,Semi Furnished,3 BHK,Family,30-Nov-24,"1,200 sqft",Electronic_city,2w
12000.0,40000,Semi Furnished,2 BHK,All,Ready to Move,"1,000 sqft",Electronic_city,2w
15000.0,60000,Semi Furnished,2 BHK,All,Ready to Move,700 sqft,Electronic_city,2w
5500.0,25000,Unfurnished,1 BHK,All,01-Jan-25,450 sqft,Electronic_city,2w
20000.0,200000,Semi Furnished,2 BHK,All,Ready to Move,"1,020 sqft",Electronic_city,2w
13000.0,50000,Semi Furnished,2 BHK,Family,Ready to Move,600 sqft,Electronic_city,2w
14000.0,50000,Semi Furnished,1 BHK,Family,01-Dec-24,500 sqft,Electronic_city,2w
15000.0,150000,Semi Furnished,2 BHK,Family,05-Jan-25,800 sqft,Electronic_city,2w
9000.0,50000,Semi Furnished,1 BHK,Family,01-Jan-25,600 sqft,Electronic_city,2w
12000.0,50000,Unfurnished,2 BHK,All,Ready to Move,600 sqft,Electronic_city,2w
9000.0,30000,Unfurnished,2 BHK,Family,Ready to Move,600 sqft,Electronic_city,2w
12500.0,60000,Unfurnished,2 BHK,Family,Ready to Move,750 sqft,Electronic_city,2w
6500.0,20000,Unfurnished,1 BHK,All,Ready to Move,600 sqft,Electronic_city,2w
26000.0,70000,Semi Furnished,2 BHK,Family,Ready to Move,800 sqft,Electronic_city,2w
5000.0,30000,Unfurnished,1 BHK,All,Ready to Move,300 sqft,Electronic_city,2w
12000.0,50000,Semi Furnished,1 BHK,Family,Ready to Move,500 sqft,Electronic_city,2w
6000.0,40000,Unfurnished,1 RK,All,Ready to Move,250 sqft,Electronic_city,2w
10000.0,100000,Semi Furnished,1 BHK,All,Ready to Move,600 sqft,Electronic_city,2w
11000.0,40000,Semi Furnished,1 BHK,Family,Ready to Move,500 sqft,Electronic_city,2w
12000.0,24000,Semi Furnished,1 BHK,Family,Ready to Move,500 sqft,Electronic_city,2w
7000.0,25000,Unfurnished,1 BHK,All,Ready to Move,500 sqft,Electronic_city,2w
10000.0,30000,Unfurnished,1 BHK,Family,01-Dec-24,500 sqft,Electronic_city,2w
6000.0,15000,Unfurnished,1 BHK,All,Ready to Move,550 sqft,Electronic_city,2w
9000.0,50000,Semi Furnished,2 BHK,Family,Ready to Move,700 sqft,Electronic_city,2w
30000.0,100000,Semi Furnished,2 BHK,All,Ready to Move,800 sqft,Electronic_city,2w
8000.0,30000,Semi Furnished,1 BHK,Family,01-Dec-24,400 sqft,Electronic_city,2w
10000.0,30000,Unfurnished,1 BHK,All,Ready to Move,400 sqft,Electronic_city,2w
12000.0,40000,Semi Furnished,1 BHK,Family,Ready to Move,550 sqft,Electronic_city,2w
7500.0,45000,Fully Furnished,1 BHK,Family,Ready to Move,500 sqft,Electronic_city,2w
25000.0,50000,Fully Furnished,1 BHK,Company,Ready to Move,700 sqft,Electronic_city,2w
20000.0,50000,Semi Furnished,2 BHK,All,Ready to Move,750 sqft,Electronic_city,2w
7000.0,30000,Semi Furnished,1 BHK,All,Ready to Move,780 sqft,Electronic_city,2w
20500.0,60000,Fully Furnished,2 BHK,All,01-Jan-25,850 sqft,Electronic_city,2w
7000.0,20000,Semi Furnished,1 RK,Family,01-Jan-25,300 sqft,Electronic_city,2w
15000.0,40000,Unfurnished,1 BHK,Family,Ready to Move,400 sqft,Electronic_city,2w
14000.0,40000,Semi Furnished,1 BHK,All,Ready to Move,700 sqft,Electronic_city,2w
12000.0,40000,Semi Furnished,1 BHK,Family,02-Dec-24,450 sqft,Electronic_city,2w
13000.0,50000,Semi Furnished,2 BHK,All,Ready to Move,800 sqft,Electronic_city,2w
18000.0,100000,Semi Furnished,2 BHK,All,01-Jan-25,730 sqft,Electronic_city,2w
7000.0,20000,Semi Furnished,1 BHK,All,Ready to Move,400 sqft,Electronic_city,2w
8000.0,25000,Semi Furnished,1 BHK,Family,Ready to Move,400 sqft,Electronic_city,2w
10000.0,20000,Semi Furnished,1 BHK,All,05-Jan-25,500 sqft,Electronic_city,2w
14500.0,50000,Unfurnished,1 BHK,Family,Ready to Move,500 sqft,Electronic_city,2w
25000.0,50000,Semi Furnished,2 BHK,Family,Ready to Move,648 sqft,Electronic_city,2w
9000.0,30000,Unfurnished,1 RK,All,Ready to Move,200 sqft,Electronic_city,2w
19700.0,70000,Semi Furnished,2 BHK,All,Ready to Move,650 sqft,Electronic_city,2w
8000.0,25000,Semi Furnished,1 BHK,All,Ready to Move,400 sqft,Electronic_city,2w
8000.0,50000,Semi Furnished,1 BHK,All,Ready to Move,300 sqft,Electronic_city,2w
10000.0,40000,Unfurnished,2 BHK,Family,Ready to Move,600 sqft,Electronic_city,2w
6500.0,30000,Unfurnished,1 BHK,All,Ready to Move,450 sqft,Electronic_city,2w
20000.0,50000,Semi Furnished,2 BHK,All,Ready to Move,850 sqft,Electronic_city,2w
14000.0,30000,Semi Furnished,1 BHK,All,Ready to Move,700 sqft,Electronic_city,2w
16000.0,50000,Unfurnished,2 BHK,All,Ready to Move,"1,200 sqft",Electronic_city,2w
7000.0,30000,Unfurnished,1 BHK,Family,Ready to Move,600 sqft,Electronic_city,2w
20000.0,50000,Semi Furnished,2 BHK,Family,Ready to Move,"1,200 sqft",Electronic_city,2w
4000.0,20000,Semi Furnished,1 RK,All,01-Jan-25,250 sqft,Electronic_city,2w
30000.0,200000,Fully Furnished,3 BHK,All,Ready to Move,"1,100 sqft",Electronic_city,2w
10000.0,30000,Semi Furnished,1 BHK,All,Ready to Move,800 sqft,Electronic_city,2w
12000.0,40000,Unfurnished,2 BHK,All,Ready to Move,500 sqft,Electronic_city,2w
14000.0,50000,Unfurnished,2 BHK,All,Ready to Move,800 sqft,Electronic_city,2w
12900.0,60000,Unfurnished,1 BHK,All,Ready to Move,450 sqft,Electronic_city,2w
9500.0,50000,Unfurnished,1 BHK,Family,Ready to Move,400 sqft,Electronic_city,2w
7500.0,25000,Unfurnished,2 BHK,All,25-Dec-24,550 sqft,Electronic_city,2w
12000.0,50000,Semi Furnished,2 BHK,Family,Ready to Move,400 sqft,Electronic_city,2w
8000.0,25000,Semi Furnished,1 RK,All,Ready to Move,200 sqft,Electronic_city,2w
7500.0,30000,Unfurnished,1 BHK,All,Ready to Move,300 sqft,Electronic_city,2w
15000.0,75000,Semi Furnished,2 BHK,Family,Ready to Move,800 sqft,Electronic_city,2w
18100.0,50000,Semi Furnished,1 BHK,All,Ready to Move,480 sqft,Electronic_city,2w
7000.0,21000,Semi Furnished,1 BHK,All,Ready to Move,500 sqft,Electronic_city,2w
16000.0,30000,Semi Furnished,1 BHK,All,Ready to Move,500 sqft,Electronic_city,2w
8000.0,30000,Semi Furnished,1 BHK,All,01-Dec-24,450 sqft,Electronic_city,2w
7500.0,40000,Unfurnished,1 BHK,All,10-Dec-24,600 sqft,Electronic_city,2w
9300.0,40000,Semi Furnished,1 BHK,All,Ready to Move,600 sqft,Electronic_city,2w
7000.0,20000,Unfurnished,1 BHK,Family,01-Dec-24,400 sqft,Electronic_city,2w
16000.0,40000,Fully Furnished,1 BHK,All,Ready to Move,540 sqft,Electronic_city,2w
42000.0,240000,Semi Furnished,3 BHK,All,Ready to Move,"1,700 sqft",Electronic_city,2w
7000.0,35000,Unfurnished,2 BHK,Family,Ready to Move,600 sqft,Electronic_city,2w
10000.0,25000,Semi Furnished,1 BHK,All,Ready to Move,450 sqft,Electronic_city,2w
11500.0,50000,Semi Furnished,1 BHK,"Male, Family",Ready to Move,550 sqft,Electronic_city,2w
8000.0,50000,Unfurnished,1 BHK,All,Ready to Move,400 sqft,Electronic_city,2w
5500.0,20000,Unfurnished,1 BHK,All,Ready to Move,300 sqft,Electronic_city,2w
12900.0,60000,Semi Furnished,1 BHK,All,Ready to Move,550 sqft,Electronic_city,2w
10000.0,100000,Semi Furnished,1 BHK,All,Ready to Move,724 sqft,Electronic_city,2w
16000.0,50000,Unfurnished,2 BHK,Family,Ready to Move,600 sqft,Electronic_city,2w
12000.0,50000,Unfurnished,1 BHK,Family,Ready to Move,650 sqft,Electronic_city,2w
9000.0,30000,Unfurnished,1 BHK,Family,Ready to Move,500 sqft,Electronic_city,2w
7500.0,25000,Unfurnished,1 BHK,Family,Ready to Move,550 sqft,Electronic_city,2w
8500.0,30000,Semi Furnished,1 BHK,All,Ready to Move,500 sqft,Electronic_city,2w
7000.0,20000,Unfurnished,1 BHK,Family,24-Dec-24,400 sqft,Electronic_city,2w
10000.0,30000,Semi Furnished,1 BHK,All,Ready to Move,500 sqft,Electronic_city,2w
8500.0,20000,Semi Furnished,2 BHK,Family,Ready to Move,700 sqft,Electronic_city,2w
12000.0,50000,Semi Furnished,2 BHK,Family,Ready to Move,600 sqft,Electronic_city,2w
10000.0,30000,Semi Furnished,1 BHK,Family,Ready to Move,400 sqft,Electronic_city,2w
13000.0,40000,Unfurnished,2 BHK,Family,Ready to Move,"1,000 sqft",Electronic_city,2w
18000.0,60000,Semi Furnished,2 BHK,All,Ready to Move,"1,200 sqft",Electronic_city,2w
9250.0,45000,Semi Furnished,1 BHK,All,Ready to Move,600 sqft,Electronic_city,2w
14000.0,100000,Unfurnished,2 BHK,Family,Ready to Move,750 sqft,Electronic_city,2w
11000.0,40000,Unfurnished,1 BHK,Family,Ready to Move,500 sqft,Electronic_city,2w
20000.0,75000,Semi Furnished,2 BHK,All,Ready to Move,800 sqft,Electronic_city,2w
13500.0,50000,Unfurnished,2 BHK,Family,Ready to Move,900 sqft,Electronic_city,2w
14000.0,50000,Semi Furnished,1 BHK,Family,Ready to Move,600 sqft,Electronic_city,2w
15000.0,40000,Semi Furnished,2 BHK,Family,Ready to Move,800 sqft,Electronic_city,2w
15000.0,50000,Unfurnished,2 BHK,Family,Ready to Move,600 sqft,Electronic_city,2w
9000.0,30000,Semi Furnished,1 BHK,Family,Ready to Move,400 sqft,Electronic_city,2w
13000.0,30000,Semi Furnished,1 BHK,All,Ready to Move,500 sqft,Electronic_city,2w
7000.0,30000,Unfurnished,1 BHK,Family,Ready to Move,300 sqft,Electronic_city,2w
7500.0,25000,Unfurnished,1 BHK,All,Ready to Move,400 sqft,Electronic_city,2w
40000.0,125000,Fully Furnished,2 BHK,All,01-Jan-25,"1,080 sqft",Electronic_city,4w
32000.0,150000,Fully Furnished,3 BHK,All,30-Nov-24,"1,595 sqft",Electronic_city,4w
29500.0,180000,Semi Furnished,2 BHK,Family,Ready to Move,"1,010 sqft",Electronic_city,4w
39500.0,180000,Fully Furnished,3 BHK,Female,Ready to Move,"1,532 sqft",Electronic_city,4w
35000.0,50000,Fully Furnished,3 BHK,All,01-Dec-24,"1,360 sqft",Electronic_city,4w
18500.0,50000,Semi Furnished,2 BHK,Family,29-Nov-24,990 sqft,Electronic_city,4w
20000.0,45000,Semi Furnished,2 BHK,All,08-Dec-24,"1,156 sqft",Electronic_city,4w
32625.0,150000,Semi Furnished,2 BHK,All,Ready to Move,900 sqft,Electronic_city,4w
41500.0,250000,Semi Furnished,2 BHK,Family,01-Dec-24,"1,265 sqft",Electronic_city,4w
39500.0,200000,Semi Furnished,2 BHK,Family,01-Dec-24,"1,160 sqft",Electronic_city,4w
19500.0,50000,Semi Furnished,2 BHK,All,10-Dec-24,920 sqft,Electronic_city,4w
24000.0,100000,Semi Furnished,2 BHK,All,30-Nov-24,"1,100 sqft",Electronic_city,4w
43500.0,240000,Semi Furnished,3 BHK,Family,03-Dec-24,"1,400 sqft",Electronic_city,4w
29000.0,120000,Fully Furnished,2 BHK,All,02-Dec-24,919 sqft,Electronic_city,4w
35000.0,150000,Semi Furnished,3 BHK,Family,30-Nov-24,"1,500 sqft",Electronic_city,4w
35000.0,100000,Semi Furnished,3 BHK,Family,Ready to Move,"1,300 sqft",Electronic_city,4w
47000.0,200000,Semi Furnished,3 BHK,Family,30-Nov-24,"1,390 sqft",Electronic_city,4w
33500.0,170000,Semi Furnished,2 BHK,All,Ready to Move,"1,600 sqft",Electronic_city,4w
11000.0,50000,Semi Furnished,2 BHK,All,Ready to Move,660 sqft,Electronic_city,4w
39200.0,200000,Semi Furnished,2 BHK,Family,16-Dec-24,"1,170 sqft",Electronic_city,4w
30000.0,100000,Semi Furnished,2 BHK,Family,01-Dec-24,"1,025 sqft",Electronic_city,4w
40500.0,150000,Semi Furnished,2 BHK,Family,16-Dec-24,"1,250 sqft",Electronic_city,4w
22000.0,100000,Fully Furnished,2 BHK,Family,Ready to Move,"1,079 sqft",Electronic_city,4w
38000.0,150000,Semi Furnished,2 BHK,Family,10-Dec-24,"1,200 sqft",Electronic_city,4w
7500.0,25000,Unfurnished,1 BHK,All,Ready to Move,700 sqft,Electronic_city,4w
35000.0,150000,Semi Furnished,2 BHK,All,01-Jan-25,"1,000 sqft",Electronic_city,4w
35000.0,100000,Semi Furnished,2 BHK,All,Ready to Move,"1,105 sqft",Electronic_city,4w
50900.0,200000,Semi Furnished,3 BHK,All,16-Dec-24,"1,342 sqft",Electronic_city,4w
34850.0,150000,Semi Furnished,2 BHK,Family,Ready to Move,"1,151 sqft",Electronic_city,4w
25000.0,75000,Fully Furnished,2 BHK,"Family, Company",01-Dec-24,"1,100 sqft",Electronic_city,4w
28000.0,100000,Semi Furnished,2 BHK,All,Ready to Move,"1,100 sqft",Electronic_city,4w
38500.0,200000,Semi Furnished,3 BHK,All,Ready to Move,"1,540 sqft",Electronic_city,4w
38250.0,200000,Semi Furnished,2 BHK,Family,Ready to Move,"1,250 sqft",Electronic_city,4w
18500.0,50000,Fully Furnished,1 BHK,All,Ready to Move,400 sqft,Electronic_city,4w
25000.0,100000,Semi Furnished,2 BHK,Family,Ready to Move,"1,100 sqft",Electronic_city,4w
35000.0,190000,Fully Furnished,3 BHK,Female,Ready to Move,"1,609 sqft",Electronic_city,4w
19500.0,100000,Semi Furnished,2 BHK,Family,Ready to Move,"1,000 sqft",Electronic_city,4w
30000.0,150000,Semi Furnished,3 BHK,Family,12-Dec-24,"1,010 sqft",Electronic_city,4w
28000.0,150000,Semi Furnished,1 BHK,"Female, Family, Company",01-Dec-24,537 sqft,Electronic_city,4w
17500.0,100000,Semi Furnished,2 BHK,Family,01-Jan-25,545 sqft,Electronic_city,4w
50311.0,250000,Unfurnished,3 BHK,All,Ready to Move,"1,451 sqft",Electronic_city,4w
18000.0,70000,Semi Furnished,2 BHK,Family,15-Dec-24,800 sqft,Electronic_city,4w
32300.0,150000,Semi Furnished,3 BHK,Family,30-Nov-24,"1,575 sqft",Electronic_city,4w
50000.0,200000,Semi Furnished,3 BHK,"Family, Company",Ready to Move,"1,605 sqft",Electronic_city,4w
16000.0,100000,Semi Furnished,2 BHK,Family,Ready to Move,650 sqft,Electronic_city,4w
23500.0,100000,Semi Furnished,2 BHK,"Female, Family, Company",09-Dec-24,"1,095 sqft",Electronic_city,4w
48001.0,150000,Unfurnished,2 BHK,Family,Ready to Move,"1,164 sqft",Electronic_city,4w
34500.0,100000,Fully Furnished,3 BHK,All,Ready to Move,"1,532 sqft",Electronic_city,4w
33300.0,130000,Semi Furnished,3 BHK,"Family, Company",Ready to Move,"1,690 sqft",Electronic_city,4w
25500.0,140000,Semi Furnished,2 BHK,All,Ready to Move,"1,100 sqft",Electronic_city,4w
38500.0,100000,Semi Furnished,3 BHK,All,Ready to Move,"1,500 sqft",Electronic_city,4w
34000.0,100000,Semi Furnished,3 BHK,Family,Ready to Move,"1,500 sqft",Electronic_city,4w
22300.0,150000,Semi Furnished,2 BHK,Family,Ready to Move,719 sqft,Electronic_city,4w
29000.0,100000,Semi Furnished,3 BHK,All,04-Dec-24,936 sqft,Electronic_city,4w
19800.0,50000,Semi Furnished,2 BHK,Family,10-Jan-25,852 sqft,Electronic_city,4w
40500.0,150000,Semi Furnished,2 BHK,Family,01-Dec-24,"1,265 sqft",Electronic_city,4w
45265.0,200000,Semi Furnished,3 BHK,Family,Ready to Move,"1,755 sqft",Electronic_city,4w
22000.0,120000,Semi Furnished,2 BHK,Family,01-Dec-24,990 sqft,Electronic_city,4w
16000.0,75000,Fully Furnished,1 BHK,All,Ready to Move,697 sqft,Electronic_city,4w
21500.0,90000,Semi Furnished,2 BHK,"Family, Company",Ready to Move,"1,000 sqft",Electronic_city,4w
26700.0,125000,Fully Furnished,2 BHK,All,Ready to Move,920 sqft,Electronic_city,4w
31800.0,150000,Semi Furnished,3 BHK,Family,30-Nov-24,"1,300 sqft",Electronic_city,4w
45000.0,200000,Semi Furnished,3 BHK,Family,Ready to Move,"1,392 sqft",Electronic_city,4w
37200.0,200000,Unfurnished,2 BHK,All,Ready to Move,"1,110 sqft",Electronic_city,4w
46000.0,250000,Fully Furnished,3 BHK,"Female, Family, Company",30-Nov-24,"1,304 sqft",Electronic_city,4w
20500.0,70000,Semi Furnished,2 BHK,Family,25-Dec-24,"1,210 sqft",Electronic_city,4w
